,Project ID,name,long,lat,First Year of Project,Type,Country
2287,23784,BEIJING 48 MW GUANTING WIND POWER PROJECT,115.573611,40.306667,2008,Wind,China
2289,23736,China Xiaogushan Hydropower Project,100.460508,38.93328,2006,Hydropower,China
2290,237928,Yunnan Mangli Hydropower Project,98.3145,24.3083,2010,Hydropower,China
2291,2371419,Wind Power Project by Rajasthan Gum Private Limited (EKI.CDM.July-11-01),70.701639,27.238056,2012,Wind,India
2292,2371300,Papart Large Scale Run-of-River Hydro Powerplant Project,42.25,41.375,2012,Hydropower,Turkey
2293,2371553,Santa VitÃ³ria Cogeneration Project,-50.233333,-18.774722,2016,Biomass,Brazil
2294,2371552,"Bundled run-of-river mini hydro power projects at Sungai Sia and Sungai Benus, Pahang, Malaysia",101.8856,3.384167,,Hydropower,Malaysia
2296,237757,Enercon Wind Farms in Karnataka Bundled Project  73.60 MW,76.426944,13.835556,2008,Wind,India
2303,2371551,Wind Power Project by Rajasthan Gum Private Limited (EKIESL-CDM.September-12-02),75.201055,16.99122,2012,Wind,India
2304,2371303,Biomass based Renewable Energy Generation at Karnal,76.961944,29.771943,,Biomass,India
2310,2371525,Wind power project at Jaibhim by SIIL,74.267,21.131,2011,Wind,India
2318,237489,44 MW Bundled Wind Power Project in Maharashtra managed by Enercon India Limited.,73.924444,17.554167,2006,Wind,India
2319,2371019,Niksar Hydroelectric Power Plant,37.0794,40.490939,2012,Hydropower,Turkey
2320,2371372,Saf I Hepp,40.82423,39.135069,2013,Hydropower,Turkey
2322,2371547,5MW Biomass Based Cogeneration Project at Sainsons,76.530955,30.0025,2017,Biomass,India
2323,237380,MRF wind power project in Tamilnadu managed by Enercon India Limited,77.470222,8.956194,2006,Wind,India
2324,237706,51 MW Wind Power Project at Chitradurga,76.433053,14.233055,2008,Wind,India
2325,2371315,Biomass based cogeneration plant at Godrej Agrovet Ltd. Chintampalli,80.942777,17.21,2012,Biomass,India
2326,2371546,Usak Wind Power Plant,29.95814,38.828012,2014,Wind,Turkey
2327,2371545,One True Measure (Pty) Ltd Solar PV Grouped Project in South Africa,28.01,-26.01,,Solar - Centralized,South Africa
2328,2371539,Gangakhed Sugar & Energy Private Ltd (GSEPL) 30 MW Bagasse Based Co-generation Power Project,76.715,18.900553,2011,Biomass,India
2329,2371349,Peralta I Wind Power Project,-56.448608,-32.5775,2014,Wind,Uruguay
2331,2371065,HYDROELECTRIC PROJECT ITUANGO,-75.658609,7.131109,,Hydropower,Colombia
2332,237935,"Saving the Planet, one stew at a time",31.065941,-29.726293,,,
2333,237141,Babilonia Hydroelectric Project,-85.541242,15.33456,2007,Hydropower,Honduras
2334,2371537,"6.25 MW grid-connected Sattegala Mini Hydel Scheme at SLS Power Industries Ltd., in Chamarajanagar District, Karnataka",77.1464,12.2522,2008,Hydropower,India
2335,2371536,Grid Connected Solar Power Project at Rajasthan by Roha Dychem Private Limited,73.203794,27.416029,,Solar - Centralized,India
2336,2371308,Parque Eolico Maldonado,-54.910608,-34.524561,2014,RE Bundled,Uruguay
2337,2371535,Biomass/Biogas based heat and power generation at Everest Starch,71.495833,22.485831,2014,Biomass,India
2339,2371534,Wind Based Power Generation by Rajasthan Gum Pvt ltd (EKIESL-VCS-March- 16-01),75.535449,24.214597,,Wind,India
2342,2371152,Arca Hydro Electricity Power Plant,40.280556,40.884167,2012,Hydropower,Turkey
2344,2371348,Las Pizarras Project,-79.059981,-6.658535,2013,RE Bundled,Peru
2345,237783,Bangkok Kamphaeng Saen East: Landfill Gas to Electricity Project,99.947488,14.064061,,,
2346,23793,86 MW Hydro Project in Himachal Pradesh,77.241667,32.003333,2001,Hydropower,India
2347,2371026,Solar Power Plant of 5 MW in Rajasthan by Essel Mining and Refex Refrigerants Limited,72.288719,25.803542,2015,Solar - Centralized,India
2350,2371020,Solar Power Plant of 15MW in Gujarat by Palace Solar Energy Private Limited,71.2,23.916667,2012,Solar - Centralized,India
2351,2371350,New Ulsan 950MW LNG power generation project,129.380848,35.475843,,,
2353,2371523,"Wind Based Power Generation by Panama Wind Energy Godawari Private Limited, Pune in the State of Maharashtra, India",75.727333,19.193222,2014,Wind,India
2354,2371522,Soubre Hydropower Project,-6.615271,5.815551,2017,Hydropower,CÃ´te d'Ivoire
2355,2371520,"Wind Project in Maharashtra, India by Kayathar and Jath",75.246669,17.130759,2015,Wind,India
2360,2371519,"Satara Wind Power Project in Maharashtra, India",74.708822,17.498323,2014,Wind,India
2361,2371518,"7.5 MW wind power project by Dhanji Developers at Nashik, Maharashtra, India",73.922499,19.731466,,Wind,India
2363,2371289,Talas de Maciel II Wind Farm,-55.628114,-32.529117,2015,Wind,Uruguay
2367,2371385,Yaprak Weir and HEPP,32.418154,36.660326,,Hydropower,Turkey
2368,2371508,Pakarab Fertiliser Co-generation Power Project,71,30,2010,Biomass,Pakistan
2369,2371507,Monte Rosa Bagasse Cogeneration,-87.2333,12.7,2010,Biomass,Nicaragua
2370,2371506,Cirakdami Hydro Electricity Power Plant,38.442505,40.732841,2012,Hydropower,Turkey
2372,237814,Hebei Yuxian Second Phase 49.5MW Wind Power Project,114.533922,39.58353,2009,Wind,China
2373,237697,Hebei Kangbao Sanxiatian Wind Farm Project,114.49611,41.898887,2009,Wind,China
2374,237736,Guyuan Wuhuaping 49.5 MW Wind Power Project,115.751941,41.609999,2009,Wind,China
2375,2371504,Xinjiang Alashankou Phase II Wind Power Project,82.4922,45.1397,2012,Wind,China
2376,237414,Hebei Haixing 49.5MW Wind Farm Project,117.7575,38.224167,2009,Wind,China
2377,237807,Hebei Chongli County Qingsanying Second Phase 49.3MW Wind Power Project,115.273887,41.147778,2009,Wind,China
2378,237808,Yuxian Baiyantuo 49.3 MW Wind Power Project,114.551388,39.675274,2010,Wind,China
2379,237892,Hebei Chengde Weichang Yudaokou Pasture 150MW Wind Farm Project,116.950833,42.188606,2010,Wind,China
2380,2371319,Small-Scale Hydropower Project Sahanivotry In Madagascar.,47.133333,-20.199998,2008,Hydropower,Madagascar
2381,2371505,Bujagali Hydropower Project,33.13895,0.501322,2012,Hydropower,Uganda
2382,2371334,Yunnan Tengzhong New Energy Technology Co. Ltd. Biomass Heating System Retrofitting and Biomass Collection Station Project,102.663056,25.055556,2012,Biomass,China
2383,2371502,"Reduction of GHG emissions in Propylene Oxide production at MTP HPPO Manufacturing Co., Ltd",101.0485,12.7342,,,
2384,2371056,CECIC Zhangbei Gaojialiang Wind farm Project.,114.451081,41.156256,2009,Wind,China
2385,2371499,Toros Hydroelectric Power Plant,34.999819,37.280782,2013,Hydropower,Turkey
2386,2371497,VCS Grouped Project for Renewable Power Generation by Essel Mining & Industries Limited,78.1,16.066666,2014,RE Bundled,India
2387,2371297,Eren 37 MW Hydroelectric Power Plant,32.600901,41.20606,2014,Hydropower,Turkey
2397,2371259,"Chacayes Hydroelectric Project, Chile",-70.451389,-34.274999,2012,Hydropower,Chile
2399,2371495,Selco Clean Energy Products Grouped Project,77.567,12.967,2014,Solar Water Heaters,India
2400,237726,"Lamas III-IV 37.3 MW Hydroelectric Power Plant Project, Turkey",34.269165,36.643889,2009,Hydropower,Turkey
2401,237748,MRO Grouped Wind Projects Phase I,-93.283056,43.297222,2011,Wind,United States
2402,2371492,Astidey - Talas del Maciel I,-56.70611,-33.628332,,Wind,Uruguay
2403,2371491,SÃ£o Domingos II Hydroelectric Project,-46.379722,-13.410833,,Hydropower,Brazil
2404,237438,"Grouped Hydropower Plants in Chongqing, Yunnan,Sichuan and Guizhou Provinces, P.R. China",107.004801,29.539756,2006,Hydropower,China
2405,2371489,CECIC Urumqi Tuoli Phase I Wind Farm Project,87.7333,43.4833,2012,Wind,China
2406,23733,Kitambar Switching Fuel Project,-35.973611,-8.304444,2007,Biomass,Brazil
2407,2371490,Nanjing Jinling Grid Connected Natural Gas Combined Cycle Power Plant Project,119.0125,32.171388,,,
2408,2371486,10.9 MW Bundled Solar Power Project,14.886,30.489,2013,Solar - Centralized,India
2409,2371206,Montanitas Hydroelectric Project,-75.3172,6.5475,2012,Hydropower,Colombia
2411,2371423,"Teesta Low Dam Project, Stage-IV",88.4553,26.9273,2016,Hydropower,India
2412,2371424,Uri II Hydroelectric Project,74.18574,34.14418,2013,Hydropower,India
2413,2371425,Parbati Hydroelectric Project Stage III,77.5833,32.5833,2014,Hydropower,India
2414,2371426,Parbati Hydroelectric Project (Stage-II),77.2576,31.7398,,Hydropower,India
2416,2371050,Cermikler 25.00 MW Hydrolectric Power Plant Project,36.280371,39.400596,2015,Hydropower,Turkey
2417,2371091,SENA  HYDROELECTRIC POWER PLANT,43.436109,40.125,2014,Hydropower,Turkey
2418,2371485,Chorokhi Hydro Power Plant Project,41.715,41.515,,Hydropower,Georgia
2420,2371321,Alto Maipo Hydroelectric Project,-70.292444,-33.555838,,Hydropower,Chile
2421,237573,Corinth Abandoned Mine Methane Recovery Project,-88.7879,37.8691,,,
2422,2371479,Wind Power Project of CLP Wind Farms (India) Private Limited at Jath,75.168316,17.008836,2014,Wind,India
2423,2371481,"Wind power project in Maharashtra, India - Andhra Lake Phase - II",73.642222,18.85086,2011,Wind,India
2424,2371483,La Ferme - Bambous solar photovoltaic power plant,57.426805,-20.260436,2014,Solar - Centralized,Mauritius
2425,2371383,University of Wisconsin - Stevens Point Campus Wide Clean Energy & Energy Efficiency Project,-89.5681,44.5251,,,
2426,2371413,Grid Interactive Solar Photovoltaic Power Project in Gujarat,71.432777,22.726388,2012,Solar - Centralized,India
2427,2371227,Lebu III Wind Farm Project,-73.58417,-37.73694,,Wind,Chile
2428,2371062,FOUM EL OUED WIND FARM PROJECT,-13.41836,27.02987,,Wind,Morocco
2429,2371363,Doosan Heavy Industrys photovoltaic power plant VCS project,128.604087,35.181543,,Solar - Centralized,South Korea
2430,2371261,Grid connected electricity generation using natural gas by Lanco Kondapalli Power Limited,80.551389,16.641666,,,
2432,2371478,"Wind Energy Project in Dewas, Madhya Pradesh (India)",76.25,22.8,2011,Wind,India
2434,2371476,Guodian Xinjiang Alashankou Phase II Wind Power Project,82.6297,45.1428,2012,Wind,China
2435,2371417,"Aura Solar I Solar Project in Baja California Sur, Mexico",-110.195545,24.033261,2013,Solar - Centralized,Mexico
2436,2371473,Hydroelectric Project MULATOS II,-75.841174,5.901592,,Hydropower,Colombia
2437,2371237,YUCE Hydroelectric Power Plant,38.456786,40.647192,,Hydropower,Turkey
2438,2371470,Welturi I Wind Power Project in Maharashtra,75.75,18.8333,2013,Wind,India
2439,2371471,Jamb Wind Power Project in Maharashtra,74,17.7,2013,Wind,India
2440,2371472,"Wind Power Project at Chikodi, Karnataka",74.55,15.85,2013,Wind,India
2441,2371111,PER 1 AND PER 2 WIND POWER PLANTS (UMBRELLA PROJECT),-65.180503,-43.323225,2012,Wind,Argentina
2442,2371467,Wind Energy Project in Maharashtra by M/s Shah Promoters & Developers,74.851666,19.448333,2011,Wind,India
2443,237288,Red Hills Wind Project,-99.4,35.5,2008,Wind,United States
2444,237903,Hebei Guyuan County Dongxinying 199.5 MW Wind Power Project,115.2297,41.3196,2010,Wind,China
2445,237456,Barro Forte Ceramic Switching Fuel Project,-36.35,-8.3325,2008,Biomass,Brazil
2446,2371464,Alkumru Hydroelectric Power Plant,42.093039,37.960261,2011,Hydropower,Turkey
2447,237404,Bundled Wind Power project in Tamil Nadu managed by Enercon India Limited  II,77.422475,10.534736,2006,Wind,India
2448,237281,Bundled Wind Power Project in Tamil Nadu managed by Enercon India Limited-I,79.134806,12.694358,2007,Wind,India
2449,2371193,Murat Hydroelectric Power Plant,37.693599,40.403143,,Hydropower,Turkey
2450,2371394,Yagmur Hydroelectric Power Plant,43.262776,40.156666,,Hydropower,Turkey
2451,2371299,"Fuel switch from NG to biomass in Godrej Industries Limited, Valia",73.153889,21.555278,,Biomass,India
2452,237780,Dempsey Ridge Wind Project,-99.48,35.5,2012,Wind,United States
2453,2371081,"Clean Energy Generation in Gujarat, India",69.903889,22.033332,2011,Wind,India
2454,2371461,Grouped Connect Solar PV Power Generation Project in China,102.296666,38.274444,2013,Solar - Centralized,China
2456,237756,Crow Lake Wind Emissions Reduction Project,-98.8,43.8,2011,Wind,United States
2458,2371185,Suman Sarwari Hydro Electric Project.,77.090277,31.966666,2013,Hydropower,India
2460,23798,Pamir I Hydropower Generation,71.729306,37.593083,2005,Hydropower,Tajikistan
2461,2371459,"Gokgedik 24.882 MWm / 24.266 MWe Runoff river HEPP, Turkey",36.505,37.59472,,Hydropower,Turkey
2462,2371458,Pico Hydro-Electricity Dissemination programme for Rural Electrification,47.76861,-18.118887,,Hydropower,Madagascar
2463,237685,"Cakit Hydropower Plant, Turkey",34.998888,37.274999,2011,Hydropower,Turkey
2466,237500,"Positive Climate Care 3.55 MW bundled Grid connected Wind Power Project Activity in Jaisalmer, Rajasthan, India",70.854917,26.792917,2008,Wind,India
2467,237354,AssunÃ§Ã£o Ceramic Fuel Switching Project,-38.383611,-3.910833,2007,Biomass,Brazil
2469,2371447,199.70 MW Wind Project in Maharashtra by BWDPL,74.38306,17.76667,2013,Wind,India
2471,2371453,Gansu Ganzhou District Nantan Phase I 50MWp Solar Photovoltaic Power Project,100.195277,38.836387,2013,Solar - Centralized,China
2472,2371449,Cuyamel Hydroelectric Project,-88.219025,15.672969,2009,Hydropower,Honduras
2473,2371450,Koblitz Biomass Power Plant,53.1041,-31.44805,2009,Biomass,Brazil
2474,2371451,Yeong Yang 61.5MW Wind Farm Project,129.137466,36.696142,2010,Wind,South Korea
2476,2371374,Boston University: Campus-Wide Clean Energy & Energy Efficiency Project,-71.0997,42.3496,,,
2477,2371354,Ball State University Campus-Wide Clean Energy and Efficiency Project,-85.407847,40.209187,,,
2478,2371375,Portland State University Campus Clean Energy & Energy Efficiency Project,-122.6853,45.5128,,,
2479,23763,"Argibem, SÃ£o SebastiÃ£o and VulcÃ£o Ceramics Fuel Switching Project",-43.096111,-22.14,2006,Biomass,Brazil
2481,2371448,Putian Shicheng Wind Farm Project,119.3639,25.26915,2012,Wind,China
2482,2371418,Renewable Energy Project by LNB Group,71.35,26.56,2013,RE Bundled,India
2484,237468,Capricorn Ridge 4 Wind Farm,-100.817413,31.900878,2010,Wind,United States
2485,237332,Dori Alimentos Ltda - Biomass Based Project - Brazil,-49.945833,-22.213889,2006,Biomass,Brazil
2487,2371445,Putian Shijing Wind Farm Project,119.28985,25.21015,2012,Wind,China
2488,2371376,Spelman College Campus Wide Clean Energy & Energy Efficiency Project,-84.411,33.746,,,
2490,2371444,"Three Gorges New Energy Jiuquan Co., Ltd Guazhou 100MW Solar Power Project",96.401944,40.60611,2014,Solar - Centralized,China
2491,2371415,Rochester Institute of Technology Campus Wide Clean Energy and Energy Efficiency Project,-77.6749,43.0844,,,
2492,2371402,Diyoban 19.04 MW Hydroelectric Power Plant Project,42.245277,41.421107,,Hydropower,Turkey
2493,2371441,"Bundled clean energy project in jamnagar, Gujarat",69.98147,22.010916,2012,RE Bundled,India
2494,2371442,"Grid connected clean energy project in Jamnagar, Gujarat",70.21125,21.970164,2011,RE Bundled,India
2496,2371258,Saint Nikola Wind Farm,28.454943,43.448008,2012,Wind,Bulgaria
2497,2371373,Valencia College Campus-wide Clean Energy and Energy Efficiency Project,-81.463333,28.5225,,,
2500,237784,1.6 MW Bundled Rice Husk Based Cogeneration Plant by M/s Milk food Limited (MFL) in Patiala (Punjab) & Moradabad (U.P) Districts,76.471553,30.365342,2009,Biomass,India
2501,237820,RFC Grouped Wind Projects Phase I,-84.8221,40.2103,2010,Wind,United States
2502,2371083,Lican Hydroelectric Plant,-72.31416,-40.5775,,Hydropower,Chile
2504,237819,Mariposas Hydroelectric Project,71.264,35.596,2011,Hydropower,Chile
2505,237973,Totoral Wind Farm Project,-71.599722,-31.316667,2009,Wind,Chile
2506,2371379,Grand Valley State University - Campus Wide Clean Energy & Energy Efficiency Project,-85.8881,42.9633,,,
2507,2371437,"AlaÃ§ati Wind Power Project, Turkey",26.34,38.29,2016,Wind,Turkey
2508,2371439,"Urla Wind Power Project, Turkey",26.609,38.318,2016,Wind,Turkey
2509,2371331,Torlar 14.834 MWe Hydroelectric power plant,36.622122,37.636941,2014,Hydropower,Turkey
2510,2371436,SOU/UIC LEED Buildings Clean Energy Efficiency Group Project,-122.694,42.186,,,
2511,2371407,University of Illinois Urbana-Champaign Campus Wide Clean Energy & Energy Efficiency,-88.2284,40.1105,,,
2512,2371427,Adiguzel II Hydroelectric Power Plant,29.155552,38.134166,2015,Hydropower,Turkey
2513,2371435,Yunnan Leiyingshan Wind Power Project,101.9625,25.692,2014,Wind,China
2514,23754,Cenol and Telha Forte Ceramics Switching Fuel Project,-47.476022,-1.619228,2007,Biomass,Brazil
2515,2371420,ChamelecÃ³n 280 Hydroelectric project,-88.5858,15.2061,,Hydropower,Honduras
2516,237586,GE Teobaldo Ceramic Fuel Switching Project,-35.18417,-7.927778,2009,Biomass,Brazil
2518,2371,7.25 MW wind energy project of Aruppukottai Sri Jayavilas Ltd,77.9,9.383333,2006,Wind,India
2519,2371433,"LinCang Yun County, XinTangFang Hydropower Station Project",100.066665,24.149999,,Hydropower,China
2520,2371432,"Biomass Briquette Usage in Steam Boiler at GIDC, Jhagadia Project",73.136666,21.669443,,Biomass,India
2522,2371431,"Biomass Based Co-generation project by DRRK Foods, India",74.920375,31.450022,,Biomass,India
2523,2371346,49.5 MW Wind Power Project by FFCEL in Pakistan,68.009167,25.051667,2013,Wind,Pakistan
2524,2371404,"Vaspet-II and Vaspet-III Wind Power Project, Maharashtra",75.349014,17.020735,2013,Wind,India
2525,2371257,Wind Power Project of CLP Wind Farms (India) Private Limited,70.787773,26.803055,2012,Wind,India
2526,237317,"Intrinergy Wiggins Fuel Switch from Natural Gas to Biomass for Thermal Energy at the Coastal Paper facility in Wiggins, Mississippi",-89.135477,30.841222,2008,Biomass,United States
2528,2371430,"Renewable Solar Project, India",77.537195,13.858038,,Solar - Centralized,India
2529,2372166,Chongqing Youyang County Youchou Hydropower Station Project,109.147498,28.966942,,Hydropower,China
2530,2372157,BAESA Project `,-51.216667,-27.766667,,Hydropower,Brazil
2531,2372136,cancelled duplicate of VCSR218,95.596944,40.664722,,Wind,China
2536,2373173,Duzce Landfill Gas (LFG) Capture and Utilization Project,31.264372,40.888114,,,
2542,2373099,Spectra Solar Park Ltd _35 MW AC Grid-Tied by Spectra Solar Park Limited,90.3563,23.685,,,
2545,2373078,Puyang County Rural MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project,115.10758,35.589387,,,
2554,2373046,BATMAN LANDFILL GAS (LFG) CAPTURE AND UTILIZATION PROJECT,41.25484,37.80329,,,
2562,2372993,Grouped rooftop solar power project by SAEL Limited,75.7157,29.152,,,
2569,2372951,Liaoning Xinwang Swine Farm Manure Management System GHG Mitigation Project,123.394,42.9055,,,
2583,2372913,Guizhou Yingxing CMM Power Generation Project,105.49472,27.017222,,,
2594,2372859,Jingbian County MSW landfill site LFG pollution treatment and  comprehensive utilization project,108.849266,37.519325,,,
2637,2371312,Inner Mongolia Tongliao Wind Farm Project Phase III,122.89,44.225,,Wind,China
2645,2372681,Jiaozuo Zhouliu MSW Landfill site LFG Recovery to Power Project,113.435833,35.163888,,,
2646,2372683,Luohe MSW Landfill Site LFG Recovery to Power Project,113.999722,33.505555,,,
2648,2372585,Solid Waste to Bio CNG Production Facility in India,73.664146,18.777269,,Biomass,India
2653,2371316,Biomass based renewable energy generation at Godrej Agrovet Ltd. Kanumolu,80.995,16.642222,,Biomass,India
2657,2372639,Feitian 11 & Dabatian CMM Power Generation Project,105.611193,26.482391,,,
2658,2371330,Midilli Hydroelectric Power Plant,35.89905,40.687372,2012,Hydropower,Turkey
2665,2372615,Jinjia Jiayi CMM Power Generation Project,104.504411,25.651588,,,
2680,237589,Cai Be Rice Husk Thermal Energy Generation Project,105.999136,10.374178,2010,Biomass,Vietnam
2682,2371465,Bundled Wind Power Project in Rajasthan by Orange Renewable Power Private Limited,71.55631,26.6477,2013,Wind,India
